,name,edited_files
554,249f41013ebbd8d9e68ac14d5dd3fca68de46b00,<infra>|<markdown>|.../advanced_commands/run_benchmark_dev:Zone.Identifier|<reports>|autogpts/Theseus/agent.db|autogpts/Theseus/forge/__init__.py:Zone.Identifier|autogpts/Theseus/forge/__main__.py:Zone.Identifier|autogpts/Theseus/forge/agent.py|autogpts/Theseus/forge/agent.py:Zone.Identifier|.../Theseus/forge/prompts/gpt-3.5-turbo/ontology-format.j2|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/past-convo.j2|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/role-selection.j2|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/role_selection.j2|.../prompts/gpt-3.5-turbo/role_selection.j2:Zone.Identifier|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/system-format.j2|.../prompts/gpt-3.5-turbo/system-format.j2:Zone.Identifier|.../{system-format-last.j2 => system-format_backup.j2}|.../gpt-3.5-turbo/system-format_backup.j2:Zone.Identifier|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/task-step.j2|.../forge/prompts/gpt-3.5-turbo/task-step.j2:Zone.Identifier|autogpts/Theseus/forge/prompts/techniques/chain-of-thought.j2|.../prompts/techniques/chain-of-thought.j2:Zone.Identifier|autogpts/Theseus/forge/prompts/techniques/expert.j2|.../Theseus/forge/prompts/techniques/expert.j2:Zone.Identifier|.../forge/prompts/techniques/few-shot.j2:Zone.Identifier|autogpts/Theseus/forge/sdk/__init__.py|autogpts/Theseus/forge/sdk/__init__.py:Zone.Identifier|.../Theseus/forge/sdk/abilities/__init__.py:Zone.Identifier|autogpts/Theseus/forge/sdk/abilities/browsing/browse.py|.../forge/sdk/abilities/browsing/browse.py:Zone.Identifier|.../Theseus/forge/sdk/abilities/comp_programming/python.py|autogpts/Theseus/forge/sdk/abilities/file_system/files.py|.../forge/sdk/abilities/file_system/files.py:Zone.Identifier|autogpts/Theseus/forge/sdk/abilities/finish.py:Zone.Identifier|autogpts/Theseus/forge/sdk/abilities/google_search.py|autogpts/Theseus/forge/sdk/abilities/memories.py|autogpts/Theseus/forge/sdk/abilities/registry.py|.../Theseus/forge/sdk/abilities/registry.py:Zone.Identifier|autogpts/Theseus/forge/sdk/abilities/web_content.py|autogpts/Theseus/forge/sdk/agent.py:Zone.Identifier|autogpts/Theseus/forge/sdk/agent_test.py:Zone.Identifier|autogpts/Theseus/forge/sdk/ai_actions.py:Zone.Identifier|autogpts/Theseus/forge/sdk/ai_memory.py:Zone.Identifier|autogpts/Theseus/forge/sdk/ai_planning.py:Zone.Identifier|autogpts/Theseus/forge/sdk/ai_profile.py|autogpts/Theseus/forge/sdk/ai_profile.py:Zone.Identifier|autogpts/Theseus/forge/sdk/db.py|autogpts/Theseus/forge/sdk/db.py:Zone.Identifier|autogpts/Theseus/forge/sdk/db_test.py:Zone.Identifier|autogpts/Theseus/forge/sdk/errors.py:Zone.Identifier|autogpts/Theseus/forge/sdk/forge_log.py:Zone.Identifier|autogpts/Theseus/forge/sdk/llm.py:Zone.Identifier|autogpts/Theseus/forge/sdk/memory/__init__.py:Zone.Identifier|autogpts/Theseus/forge/sdk/memory/memstore.py|autogpts/Theseus/forge/sdk/memory/memstore.py:Zone.Identifier|.../Theseus/forge/sdk/memory/memstore_test.py:Zone.Identifier|autogpts/Theseus/forge/sdk/middlewares.py:Zone.Identifier|autogpts/Theseus/forge/sdk/prompting.py:Zone.Identifier|autogpts/Theseus/forge/sdk/routes/__init__.py:Zone.Identifier|.../Theseus/forge/sdk/routes/agent_protocol.py:Zone.Identifier|autogpts/Theseus/forge/sdk/schema.py:Zone.Identifier|autogpts/Theseus/forge/sdk/workspace.py:Zone.Identifier|autogpts/Theseus/forge/sdk/workspace_test.py:Zone.Identifier|autogpts/Theseus/advanced_commands/run_benchmark_dev|autogpts/Theseus/forge/__main__.py|.../Theseus/forge/prompts/gpt-3.5-turbo/system-format-last.j2|.../Theseus/forge/prompts/techniques/algorithm-of-thought.j2|autogpts/Theseus/forge/prompts/techniques/few-shot.j2|autogpts/Theseus/forge/sdk/abilities/finish.py|autogpts/Theseus/forge/sdk/agent.py|autogpts/Theseus/forge/sdk/agent_test.py|autogpts/Theseus/forge/sdk/db_test.py|autogpts/Theseus/forge/sdk/errors.py|autogpts/Theseus/forge/sdk/forge_log.py|autogpts/Theseus/forge/sdk/llm.py|autogpts/Theseus/forge/sdk/memory/__init__.py|autogpts/Theseus/forge/sdk/memory/memstore_test.py|autogpts/Theseus/forge/sdk/middlewares.py|autogpts/Theseus/forge/sdk/prompting.py|autogpts/Theseus/forge/sdk/routes/agent_protocol.py|autogpts/Theseus/forge/sdk/schema.py|autogpts/Theseus/forge/sdk/workspace.py|autogpts/Theseus/forge/sdk/workspace_test.py|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/ontology-format.j2|autogpts/Theseus/forge/prompts/gpt-3.5-turbo/system-format-last.j2|autogpts/Theseus/azure.yaml|autogpts/Theseus/forge/__init__.py|autogpts/Theseus/forge/sdk/abilities/__init__.py|autogpts/Theseus/forge/sdk/ai_actions.py|autogpts/Theseus/forge/sdk/ai_memory.py|autogpts/Theseus/forge/sdk/ai_planning.py|autogpts/Theseus/forge/sdk/routes/__init__.py|autogpts/Theseus/run|autogpts/Theseus/run_benchmark|autogpts/Theseus/setup|autogpts/forge/forge/agent.py|autogpts/forge/forge/sdk/__init__.py|autogpts/forge/forge/sdk/ai_profile.py
555,3a6e73c39bb6903f387a8aeb7607fdd29e0e96f8,<ARENA>|<infra>|autogpts/mljar-agent-1/.flake8|autogpts/mljar-agent-1/.gitignore|autogpts/mljar-agent-1/.pre-commit-config.yaml|<markdown>|autogpts/mljar-agent-1/__init__.py|autogpts/mljar-agent-1/advanced_commands/run_benchmark_dev|<reports>|autogpts/mljar-agent-1/forge/__init__.py|autogpts/mljar-agent-1/forge/__main__.py|autogpts/mljar-agent-1/forge/agent.py|autogpts/mljar-agent-1/forge/app.py|.../forge/prompts/gpt-3.5-turbo/role_selection.j2|.../mljar-agent-1/forge/prompts/gpt-3.5-turbo/system-format.j2|.../mljar-agent-1/forge/prompts/gpt-3.5-turbo/task-step.j2|.../mljar-agent-1/forge/prompts/techniques/chain-of-thought.j2|autogpts/mljar-agent-1/forge/prompts/techniques/expert.j2|autogpts/mljar-agent-1/forge/prompts/techniques/few-shot.j2|autogpts/mljar-agent-1/forge/sdk/__init__.py|autogpts/mljar-agent-1/forge/sdk/abilities/__init__.py|.../mljar-agent-1/forge/sdk/abilities/file_system/files.py|autogpts/mljar-agent-1/forge/sdk/abilities/finish.py|autogpts/mljar-agent-1/forge/sdk/abilities/registry.py|autogpts/mljar-agent-1/forge/sdk/agent.py|autogpts/mljar-agent-1/forge/sdk/agent_test.py|autogpts/mljar-agent-1/forge/sdk/ai_actions.py|autogpts/mljar-agent-1/forge/sdk/ai_memory.py|autogpts/mljar-agent-1/forge/sdk/ai_planning.py|autogpts/mljar-agent-1/forge/sdk/ai_profile.py|autogpts/mljar-agent-1/forge/sdk/db.py|autogpts/mljar-agent-1/forge/sdk/db_test.py|autogpts/mljar-agent-1/forge/sdk/errors.py|autogpts/mljar-agent-1/forge/sdk/forge_log.py|autogpts/mljar-agent-1/forge/sdk/llm.py|autogpts/mljar-agent-1/forge/sdk/memory/__init__.py|autogpts/mljar-agent-1/forge/sdk/memory/memstore.py|autogpts/mljar-agent-1/forge/sdk/memory/memstore_test.py|autogpts/mljar-agent-1/forge/sdk/middlewares.py|autogpts/mljar-agent-1/forge/sdk/prompting.py|autogpts/mljar-agent-1/forge/sdk/routes/__init__.py|autogpts/mljar-agent-1/forge/sdk/routes/agent_protocol.py|autogpts/mljar-agent-1/forge/sdk/schema.py|autogpts/mljar-agent-1/forge/sdk/workspace.py|autogpts/mljar-agent-1/forge/sdk/workspace_test.py|autogpts/mljar-agent-1/mypy.ini|autogpts/mljar-agent-1/run|autogpts/mljar-agent-1/run_benchmark|autogpts/mljar-agent-1/setup
556,2ef22e7360de3e3f8fecac44db4b42a56ddfaf32,autogpt/__main__.py|autogpt/config/config.py|autogpt/plugins/api_tools|autogpt/plugins/build_svc|autogpt/agents/agent.py|autogpt/app/cli.py|autogpt/app/main.py|autogpt/app/setup.py|autogpt/commands/web_selenium.py|autogpt/plugins/__init__.py
557,4af29954922b0754d3be186044330ba00dcf77bf (refs/remotes/Zdong104/arena_submission_autogpt),<ARENA>
558,af6c709332365f076badf05feea718a3daade312 (refs/remotes/purnellbp/arena_submission_STELLA_BEAR),<ARENA>
559,7614bb113d92306549a4b95a35d04bc0f8234105 (refs/remotes/moorthi07/arena_submission_codegen-agent-autogpt),<ARENA>
560,618e7606efc0126dfb8d0dab2d351adf675a57e7,autogpts/autogpt/autogpt/core/prompting/utils.py|autogpts/autogpt/autogpt/app/agent_protocol_server.py|autogpts/autogpt/autogpt/agents/features/watchdog.py|autogpts/autogpt/autogpt/agents/prompt_strategies/one_shot.py|autogpts/autogpt/autogpt/commands/system.py|autogpts/autogpt/autogpt/agents/base.py|autogpts/autogpt/.gitignore|autogpts/autogpt/agbenchmark_config/.gitignore|autogpts/autogpt/autogpt/agents/features/context.py|<infra>|autogpts/autogpt/autogpt/commands/file_operations.py|autogpts/autogpt/autogpt/file_workspace/file_workspace.py|autogpts/autogpt/tests/unit/test_file_operations.py|.github/workflows/autogpt-ci.yml|.github/workflows/autogpt-docker-ci.yml|.github/workflows/pr-label.yml|autogpts/autogpt/autogpt/command_decorator.py|autogpts/autogpt/autogpt/commands/decorators.py|autogpts/autogpt/autogpt/url_utils/validators.py|autogpts/autogpt/tests/integration/test_setup.py|autogpts/autogpt/autogpt/commands/web_search.py|autogpts/autogpt/tests/unit/test_web_search.py|autogpts/autogpt/autogpt/agents/utils/agent_file_manager.py|.../tests/integration/memory/{test_json_file_memory.py => _test_json_file_memory.py}|<challenge>|<markdown>|<reports>|.../test_information_retrieval_challenge_a.py|.../test_information_retrieval_challenge_b.py|.../test_information_retrieval_challenge_c.py|.../kubernetes/test_kubernetes_template_challenge_a.py|autogpts/autogpt/autogpt/app/main.py|autogpts/autogpt/autogpt/agent_factory/profile_generator.py|autogpts/autogpt/autogpt/agent_factory/generators.py|autogpts/autogpt/autogpt/config/ai_directives.py|autogpts/autogpt/run|autogpts/autogpt/.dockerignore|.github/workflows/benchmark-ci.yml|autogpts/forge/setup|autogpts/autogpt/run_benchmark|autogpts/autogpt/setup|.github/workflows/autogpts-ci.yml|<benchmark>|autogpts/forge/forge/sdk/db.py|autogpts/forge/forge/sdk/schema.py|.github/workflows/autogpt-docker-cache-clean.yml|autogpts/autogpt/autogpt/app/cli.py|autogpts/autogpt/autogpt/logs/config.py|autogpts/autogpt/autogpt/app/setup.py|autogpts/autogpt/autogpt/app/utils.py|autogpts/autogpt/autogpt/commands/user_interaction.py|.gitattributes|autogpts/autogpt/autogpt/commands/web_selenium.py|autogpts/autogpt/autogpt/processing/html.py|autogpts/autogpt/autogpt/__main__.py|autogpts/autogpt/autogpt/core/runner/cli_web_app/server/api.py|autogpts/autogpt/autogpt/models/action_history.py|autogpts/autogpt/autogpt/core/runner/client_lib/utils.py|autogpts/autogpt/data/agents/AutoGPT/workspace/main.py|autogpts/autogpt/autogpt/agent_factory/configurators.py|autogpts/autogpt/autogpt/config/__init__.py|autogpts/autogpt/autogpt/agents/agent.py|.../agents/features/{workspace.py => file_workspace.py}|autogpts/autogpt/autogpt/agents/planning_agent.py|autogpts/autogpt/autogpt/file_workspace/__init__.py|autogpts/autogpt/autogpt/workspace/__init__.py|autogpts/autogpt/autogpt/workspace/workspace.py|autogpts/autogpt/tests/conftest.py|.../autogpt/tests/integration/memory/test_json_file_memory.py|autogpts/autogpt/tests/unit/test_config.py|autogpts/autogpt/tests/unit/test_workspace.py|.../autogpt/autogpt/core/resource/model_providers/openai.py|.../autogpt/autogpt/core/resource/model_providers/schema.py|autogpts/autogpt/autogpt/agent_manager/__init__.py|autogpts/autogpt/autogpt/agent_manager/agent_manager.py|autogpts/autogpt/autogpt/agents/utils/exceptions.py|autogpts/autogpt/agbenchmark_config/benchmarks.py|autogpts/autogpt/autogpt/agents/features/workspace.py|autogpts/autogpt/autogpt/commands/execute_code.py|autogpts/autogpt/autogpt/commands/image_gen.py|autogpts/autogpt/autogpt/config/config.py|autogpts/autogpt/tests/integration/agent_factory.py|autogpts/autogpt/tests/integration/test_execute_code.py|autogpts/autogpt/autogpt/agents/utils/prompt_scratchpad.py|autogpts/autogpt/autogpt/core/utils/json_schema.py|.../autogpt/autogpt/config/{ai_config.py => ai_profile.py}|autogpts/autogpt/tests/unit/test_ai_config.py|autogpts/autogpt/tests/unit/test_ai_profile.py|autogpts/autogpt/autogpt/app/configurator.py|autogpts/autogpt/tests/unit/test_plugins.py|autogpts/autogpt/autogpt/logs/handlers.py|autogpts/autogpt/autogpt/speech/__init__.py|autogpts/autogpt/autogpt/speech/base.py|autogpts/autogpt/autogpt/speech/eleven_labs.py|autogpts/autogpt/autogpt/speech/gtts.py|autogpts/autogpt/autogpt/speech/macos_tts.py|autogpts/autogpt/autogpt/speech/say.py|autogpts/autogpt/autogpt/speech/stream_elements_speech.py|autogpts/autogpt/autogpt/utils.py|autogpts/autogpt/autogpt/logs/formatters.py|autogpts/autogpt/autogpt/commands/file_context.py|autogpts/autogpt/autogpt/commands/git_operations.py|autogpts/autogpt/autogpt/core/configuration/schema.py|autogpts/autogpt/autogpt/core/prompting/base.py|autogpts/autogpt/autogpt/llm/providers/openai.py|autogpts/autogpt/autogpt/models/command.py|autogpts/autogpt/autogpt/models/command_parameter.py|autogpts/autogpt/autogpt/prompts/generator.py|autogpts/autogpt/tests/unit/test_agent.py|autogpts/autogpt/tests/unit/test_commands.py|autogpts/autogpt/tests/unit/test_logs.py|autogpts/autogpt/scripts/check_requirements.py|autogpts/autogpt/tests/integration/test_image_gen.py|autogpts/autogpt/tests/unit/test_git_commands.py|autogpts/autogpt/autogpt/config/ai_config.py|autogpts/autogpt/autogpt/core/ability/simple.py|.../autogpt/core/planning/prompt_strategies/next_ability.py|autogpts/autogpt/autogpt/json_utils/utilities.py|autogpts/autogpt/autogpt/llm/__init__.py|autogpts/autogpt/autogpt/llm/api_manager.py|autogpts/autogpt/autogpt/llm/base.py|autogpts/autogpt/autogpt/llm/utils/__init__.py|autogpts/autogpt/autogpt/llm/utils/token_counter.py|autogpts/autogpt/autogpt/logs/__init__.py|autogpts/autogpt/autogpt/memory/message_history.py|autogpts/autogpt/autogpt/memory/vector/memory_item.py|autogpts/autogpt/autogpt/memory/vector/providers/json_file.py|autogpts/autogpt/autogpt/memory/vector/utils.py|autogpts/autogpt/autogpt/models/context_item.py|autogpts/autogpt/autogpt/processing/text.py|autogpts/autogpt/tests/integration/memory/utils.py|autogpts/autogpt/tests/integration/test_provider_openai.py|autogpts/autogpt/tests/integration/test_web_selenium.py|autogpts/autogpt/tests/unit/test_api_manager.py|autogpts/autogpt/tests/unit/test_message_history.py|autogpts/autogpt/tests/unit/test_retry_provider_openai.py|autogpts/autogpt/tests/unit/test_token_counter.py|autogpts/autogpt/tests/unit/test_utils.py|autogpts/autogpt/tests/vcr/__init__.py|autogpts/autogpt/autogpt/core/ability/__init__.py|autogpts/autogpt/autogpt/core/ability/base.py|.../autogpt/core/ability/builtins/create_new_ability.py|.../autogpt/autogpt/core/ability/builtins/file_operations.py|.../autogpt/core/ability/builtins/query_language_model.py|autogpts/autogpt/autogpt/core/agent/simple.py|autogpts/autogpt/autogpt/core/planning/__init__.py|.../autogpt/core/planning/prompt_strategies/__init__.py|.../autogpt/core/planning/prompt_strategies/initial_plan.py|.../autogpt/core/planning/prompt_strategies/name_and_goals.py|autogpts/autogpt/autogpt/core/planning/simple.py|autogpts/autogpt/autogpt/core/plugin/base.py|autogpts/autogpt/autogpt/core/prompting/__init__.py|autogpts/autogpt/autogpt/core/prompting/schema.py|.../autogpt/autogpt/core/resource/model_providers/__init__.py|autogpts/autogpt/autogpt/core/runner/cli_app/cli.py|autogpts/autogpt/autogpt/core/runner/cli_app/main.py|.../autogpt/autogpt/core/runner/client_lib/logging/__init__.py|.../autogpt/autogpt/core/runner/client_lib/logging/helpers.py|autogpts/autogpt/.flake8 => .flake8
561,db18ba951b8b2ecfd5b0a3656db1feb8be95053e (refs/remotes/pengzhenghao/arena_submission_ZhenghaoTestAgent),<ARENA>
562,8894061658e7a075c009ba64196cf9bcc109bba7 (refs/remotes/qwfy5287/arena_submission_autogpt),<ARENA>
563,dea2c2dc1a4e37c897ac413d9ba8995494d06e60,<markdown>
564,b8c56e2b0b716195b1c26eef40eb3a42a614402d,<ARENA>
565,29a80df00ed88aefd921fc3516f455546d84efef (refs/remotes/SatyarajRana/arena_submission_terror),<ARENA>
566,acad651f6dfb2b43b58e0d3975c765a428bc141d (refs/remotes/paperMoose/arena_submission_info-retrieval),<markdown>|autogpts/forge/forge/agent.py|<image>|<benchmark>|autogpts/info-ret/.flake8|autogpts/info-ret/.gitignore|autogpts/info-ret/.pre-commit-config.yaml|<infra>|autogpts/info-ret/__init__.py|autogpts/info-ret/advanced_commands/run_benchmark_dev|<reports>|autogpts/info-ret/forge/__init__.py|autogpts/info-ret/forge/__main__.py|autogpts/info-ret/forge/agent.py|autogpts/info-ret/forge/app.py|.../info-ret/forge/prompts/gpt-3.5-turbo/role_selection.j2|autogpts/info-ret/forge/prompts/gpt-3.5-turbo/system-format.j2|autogpts/info-ret/forge/prompts/gpt-3.5-turbo/task-step.j2|autogpts/info-ret/forge/prompts/techniques/chain-of-thought.j2|autogpts/info-ret/forge/prompts/techniques/expert.j2|autogpts/info-ret/forge/prompts/techniques/few-shot.j2|autogpts/info-ret/forge/sdk/__init__.py|autogpts/info-ret/forge/sdk/abilities/__init__.py|autogpts/info-ret/forge/sdk/abilities/file_system/files.py|autogpts/info-ret/forge/sdk/abilities/finish.py|autogpts/info-ret/forge/sdk/abilities/registry.py|autogpts/info-ret/forge/sdk/agent.py|autogpts/info-ret/forge/sdk/agent_test.py|autogpts/info-ret/forge/sdk/ai_actions.py|autogpts/info-ret/forge/sdk/ai_memory.py|autogpts/info-ret/forge/sdk/ai_planning.py|autogpts/info-ret/forge/sdk/ai_profile.py|autogpts/info-ret/forge/sdk/db.py|autogpts/info-ret/forge/sdk/db_test.py|autogpts/info-ret/forge/sdk/errors.py|autogpts/info-ret/forge/sdk/forge_log.py|autogpts/info-ret/forge/sdk/llm.py|autogpts/info-ret/forge/sdk/memory/__init__.py|autogpts/info-ret/forge/sdk/memory/chroma_memstore.py|autogpts/info-ret/forge/sdk/memory/memstore.py|autogpts/info-ret/forge/sdk/memory/memstore_test.py|autogpts/info-ret/forge/sdk/middlewares.py|autogpts/info-ret/forge/sdk/prompting.py|autogpts/info-ret/forge/sdk/routes/__init__.py|autogpts/info-ret/forge/sdk/routes/agent_protocol.py|autogpts/info-ret/forge/sdk/schema.py|autogpts/info-ret/forge/sdk/workspace.py|autogpts/info-ret/forge/sdk/workspace_test.py|autogpts/info-ret/mypy.ini|autogpts/info-ret/run|autogpts/info-ret/run_benchmark|autogpts/info-ret/setup|autogpts/test_agent/.flake8|autogpts/test_agent/.gitignore|autogpts/test_agent/.pre-commit-config.yaml|autogpts/test_agent/__init__.py|autogpts/test_agent/advanced_commands/run_benchmark_dev|autogpts/test_agent/forge/__init__.py|autogpts/test_agent/forge/__main__.py|autogpts/test_agent/forge/agent.py|autogpts/test_agent/forge/app.py|.../test_agent/forge/prompts/gpt-3.5-turbo/role_selection.j2|.../test_agent/forge/prompts/gpt-3.5-turbo/system-format.j2|autogpts/test_agent/forge/prompts/gpt-3.5-turbo/task-step.j2|.../test_agent/forge/prompts/techniques/chain-of-thought.j2|autogpts/test_agent/forge/prompts/techniques/expert.j2|autogpts/test_agent/forge/prompts/techniques/few-shot.j2|autogpts/test_agent/forge/sdk/__init__.py|autogpts/test_agent/forge/sdk/abilities/__init__.py|autogpts/test_agent/forge/sdk/abilities/file_system/files.py|autogpts/test_agent/forge/sdk/abilities/finish.py|autogpts/test_agent/forge/sdk/abilities/registry.py|autogpts/test_agent/forge/sdk/agent.py|autogpts/test_agent/forge/sdk/agent_test.py|autogpts/test_agent/forge/sdk/ai_actions.py|autogpts/test_agent/forge/sdk/ai_memory.py|autogpts/test_agent/forge/sdk/ai_planning.py|autogpts/test_agent/forge/sdk/ai_profile.py|autogpts/test_agent/forge/sdk/db.py|autogpts/test_agent/forge/sdk/db_test.py|autogpts/test_agent/forge/sdk/errors.py|autogpts/test_agent/forge/sdk/forge_log.py|autogpts/test_agent/forge/sdk/llm.py|autogpts/test_agent/forge/sdk/memory/__init__.py|autogpts/test_agent/forge/sdk/memory/chroma_memstore.py|autogpts/test_agent/forge/sdk/memory/memstore.py|autogpts/test_agent/forge/sdk/memory/memstore_test.py|autogpts/test_agent/forge/sdk/middlewares.py|autogpts/test_agent/forge/sdk/prompting.py|autogpts/test_agent/forge/sdk/routes/__init__.py|autogpts/test_agent/forge/sdk/routes/agent_protocol.py|autogpts/test_agent/forge/sdk/schema.py|autogpts/test_agent/forge/sdk/workspace.py|autogpts/test_agent/forge/sdk/workspace_test.py|autogpts/test_agent/mypy.ini|autogpts/test_agent/run|autogpts/test_agent/run_benchmark|autogpts/test_agent/setup|<ARENA>
567,f8a0acccfb3adaff70e6b2ef462077caefb429d5 (refs/remotes/redthing1/arena_submission_jaxbob1),<ARENA>
568,1cfc3f9d43efba648dc834719ddf92a5d65c622f,autogpts/autogpt/autogpt/agents/agent.py|autogpts/autogpt/autogpt/agents/base.py|autogpts/autogpt/autogpt/agents/features/watchdog.py|autogpts/autogpt/autogpt/agents/planning_agent.py|autogpts/autogpt/autogpt/logs/log_cycle.py|.../autogpt/models/{agent_actions.py => action_history.py}|autogpts/autogpt/tests/unit/test_agent.py|autogpts/autogpt/autogpt/commands/file_context.py|autogpts/autogpt/autogpt/config/ai_config.py|autogpts/autogpt/autogpt/config/ai_directives.py|autogpts/autogpt/autogpt/llm/base.py|autogpts/autogpt/autogpt/llm/providers/openai.py|autogpts/autogpt/autogpt/llm/utils/__init__.py|autogpts/autogpt/autogpt/memory/message_history.py|autogpts/autogpt/autogpt/memory/vector/memory_item.py|autogpts/autogpt/autogpt/models/agent_actions.py|autogpts/autogpt/autogpt/models/context_item.py|autogpts/autogpt/tests/unit/test_message_history.py|autogpts/autogpt/autogpt/core/planning/__init__.py|autogpts/autogpt/autogpt/core/planning/base.py|.../autogpt/core/planning/prompt_strategies/__init__.py|.../planning/{strategies => prompt_strategies}/initial_plan.py|.../{strategies => prompt_strategies}/name_and_goals.py|.../planning/{strategies => prompt_strategies}/next_ability.py|autogpts/autogpt/autogpt/core/planning/schema.py|autogpts/autogpt/autogpt/core/planning/simple.py|autogpts/autogpt/autogpt/core/planning/strategies/__init__.py|autogpts/autogpt/autogpt/core/prompting/__init__.py|autogpts/autogpt/autogpt/core/prompting/base.py|autogpts/autogpt/autogpt/core/prompting/schema.py|.../autogpt/core/{planning/strategies => prompting}/utils.py|autogpts/autogpt/autogpt/core/runner/client_lib/logging/helpers.py|.github/workflows/close-stale-issues.yml|<infra>|autogpts/autogpt/autogpt/core/resource/model_providers/openai.py|autogpts/autogpt/autogpt/core/ability/simple.py|.../autogpt/autogpt/core/planning/strategies/initial_plan.py|.../autogpt/autogpt/core/planning/strategies/name_and_goals.py|.../autogpt/autogpt/core/planning/strategies/next_ability.py|.../autogpt/autogpt/core/resource/model_providers/__init__.py|.../autogpt/autogpt/core/resource/model_providers/openai.py|.../autogpt/autogpt/core/resource/model_providers/schema.py|autogpts/autogpt/autogpt/core/runner/cli_app/main.py|.../autogpt/autogpt/core/runner/client_lib/logging/__init__.py|.../core/runner/client_lib/{logging.py => logging/config.py}|.../autogpt/autogpt/core/runner/client_lib/logging/helpers.py|autogpts/autogpt/autogpt/core/runner/client_lib/parser.py|autogpts/autogpt/autogpt/logs/formatters.py|autogpts/autogpt/autogpt/core/runner/client_lib/logging.py|<markdown>|autogpts/autogpt/autogpt/logs/config.py|autogpts/autogpt/autogpt/__init__.py|autogpts/autogpt/autogpt/app/__init__.py|autogpts/autogpt/autogpt/core/ability/base.py|.github/workflows/autogpt-ci.yml|.github/workflows/autogpt-docker-ci.yml|.github/workflows/benchmark-ci.yml|.github/workflows/benchmarks.yml|<reports>|autogpts/autogpt/.dockerignore|autogpts/autogpt/run.bat|autogpts/autogpt/run.sh|autogpts/autogpt/scripts/check_requirements.py|.gitignore|autogpts/autogpt/.gitignore|autogpts/autogpt/plugins/.keep
569,2ba92d0312ad218f71c89920ae759eb2ceb2b154 (refs/remotes/ricowong0730/arena_submission_RosterAgent),<ARENA>
570,32b62573bd3ff2fb804efda547922cf3fb2aa5f9 (refs/remotes/robin-dev/arena_submission_AutoGPTWeaverize),<ARENA>
571,5b85c9356109ca99f4662cd0c44197ac7f13b6c9 (refs/remotes/rogerioth/arena_submission_Lirum),<ARENA>
572,cdf910bc7c736edcd8a7c9620eda23e5fe32afdf (refs/remotes/ramirez3rg/arena_submission_YoutubePost_agent),<ARENA>
573,43a741275734c8a3cab479beefdbb8215f2d9cbf (refs/remotes/rsyi/arena_submission_RobautoGPT),<ARENA>
574,6b0f1c805dd6120219472a69505022dce2b94d8d (refs/remotes/rywager/arena_submission_TungstenTest1),<ARENA>
575,af46471598a0a8b216eb4435d58f2d21735479cb,<ARENA>
576,dbc2633114c0cb5f7143f15a4e44287f65de06cc (refs/remotes/ThisisHubert/arena_submission_autogpt_hackathon),<ARENA>
577,6163784788813f1b70786a105f43e51397125ce1 (refs/remotes/saadShirgaonkar/arena_submission_demo1),<ARENA>
578,e96286a32fdb6500c16458fdab35ca5f7191077e (refs/remotes/saminerve/arena_submission_GKnow),<ARENA>
579,18609a42c5e0b87919266a0e7922c8a271b374be,<ARENA>
580,57ae6ad425764f7e511693b21405bfad0e1c261f (refs/remotes/kronmetrics/arena_submission_sam),<ARENA>
581,5d4a9db9940f4b7815dc180f022a04c2e1ee57f5,DiscordInterpreter.py
582,da223fef360d1ca4e1ffcc65d78f62bce8db3a3d (refs/remotes/satpalsr/arena_submission_Invincible),<ARENA>
583,2a9ac36a8c45d6df6033c8d624d12c550f8109cb (refs/remotes/a-scales/arena_submission_TRAVEL_AGENT_01),<ARENA>
584,02b93ce2f1661fb2d26b2a6f75f76a3a48ffe2e5 (refs/remotes/AdamScoggins/arena_submission_AgentA),<ARENA>
